"","From Date","To Date","AT","BP","PM10","PM2.5","RH","SR","Temp","WD","WS","VWS","Benzene","Toluene","NH3","NO","NO2","NOx","Ozone","SO2","CO"
"1","01-10-2018 00:00","01-10-2018 00:15","24.8","984.9","123.0","56.0","87.0","1.2","None","95.8","0.2","None","4.3","39.2","21.6","78.6","112.2","123.8","4.9","24.5","0.5"
"2","01-10-2018 00:15","01-10-2018 00:30","24.5","984.9","123.0","56.0","89.1","1.6","None","38.1","0.4","None","4.6","42.0","21.4","89.1","110.4","130.7","3.5","24.6","0.5"
"3","01-10-2018 00:30","01-10-2018 00:45","24.1","984.7","128.0","75.0","90.8","1.1","None","127.3","0.2","None","4.8","46.7","19.2","75.7","100.1","114.8","3.5","23.0","0.5"
"4","01-10-2018 00:45","01-10-2018 01:00","24.0","984.6","128.0","75.0","91.2","1.1","None","148.5","0.2","None","5.1","69.5","28.8","72.8","104.6","112.9","None","22.2","0.5"
"5","01-10-2018 01:00","01-10-2018 01:15","24.1","984.5","128.0","75.0","90.4","1.2","None","69.0","0.2","None","5.3","89.7","28.0","71.8","104.2","114.3","None","21.9","0.5"
"6","01-10-2018 01:15","01-10-2018 01:30","24.2","984.2","128.0","75.0","89.8","1.1","None","131.9","0.2","None","5.2","85.0","29.5","40.1","89.8","79.5","None","21.6","0.5"
"7","01-10-2018 01:30","01-10-2018 01:45","24.1","984.2","111.0","57.0","90.4","1.2","None","119.3","0.2","None","4.9","70.4","21.1","33.9","98.9","80.4","6.9","21.9","0.5"
"8","01-10-2018 01:45","01-10-2018 02:00","23.8","984.0","111.0","57.0","92.0","0.9","None","165.7","0.4","None","4.4","62.0","None","None","None","None","6.0","None","None"
"9","01-10-2018 02:00","01-10-2018 02:15","23.6","984.0","111.0","57.0","93.2","1.4","None","72.1","0.2","None","4.3","96.9","None","None","None","None","5.4","None","None"
"10","01-10-2018 02:15","01-10-2018 02:30","23.4","983.9","111.0","57.0","94.3","1.1","None","137.1","0.3","None","4.2","102.8","None","None","None","None","5.7","None","None"
"11","01-10-2018 02:30","01-10-2018 02:45","23.4","983.9","100.0","47.0","94.7","0.9","None","164.7","0.5","None","4.1","75.1","18.8","4.8","67.2","39.7","6.2","18.1","0.5"
"12","01-10-2018 02:45","01-10-2018 03:00","23.7","984.0","100.0","47.0","93.4","0.8","None","171.1","0.6","None","4.0","55.8","17.6","4.2","60.2","35.4","5.7","17.1","0.5"
"13","01-10-2018 03:00","01-10-2018 03:15","23.9","984.0","100.0","47.0","92.1","0.8","None","171.5","0.6","None","4.3","44.4","18.8","5.0","61.8","36.9","5.8","18.4","0.5"
"14","01-10-2018 03:15","01-10-2018 03:30","24.0","983.9","100.0","47.0","92.1","0.8","None","178.8","0.7","None","5.7","47.6","20.0","5.2","59.8","36.1","6.2","19.5","0.5"
"15","01-10-2018 03:30","01-10-2018 03:45","24.3","983.9","149.0","73.0","90.0","0.7","None","189.5","0.6","None","6.8","50.4","20.8","4.6","56.2","33.6","7.1","None","None"
"16","01-10-2018 03:45","01-10-2018 04:00","24.4","983.9","149.0","73.0","89.0","0.7","None","183.1","0.9","None","7.3","49.1","20.8","4.0","50.8","30.2","10.2","18.3","0.4"
"17","01-10-2018 04:00","01-10-2018 04:15","24.6","983.8","149.0","73.0","87.8","0.6","None","186.6","1.0","None","7.0","44.5","20.7","2.3","45.9","26.3","13.2","16.2","0.4"
"18","01-10-2018 04:15","01-10-2018 04:30","24.6","983.9","149.0","73.0","87.6","0.8","None","183.3","1.0","None","6.2","39.5","22.3","1.5","37.3","21.1","15.9","15.6","0.4"
"19","01-10-2018 04:30","01-10-2018 04:45","24.4","984.0","136.0","59.0","87.8","0.7","None","178.4","0.9","None","5.1","34.8","23.3","1.0","36.0","20.0","17.8","15.0","0.3"
"20","01-10-2018 04:45","01-10-2018 05:00","24.2","984.1","136.0","59.0","88.9","0.8","None","180.0","0.9","None","4.3","28.8","22.7","0.8","37.4","20.6","15.4","14.7","0.3"
"21","01-10-2018 05:00","01-10-2018 05:15","24.0","984.1","136.0","59.0","89.3","0.8","None","181.7","0.5","None","3.9","25.5","22.1","None","43.7","22.9","14.3","14.3","0.3"
"22","01-10-2018 05:15","01-10-2018 05:30","23.9","984.2","136.0","59.0","89.4","0.8","None","176.7","0.8","None","3.8","25.3","21.5","0.1","46.6","24.9","12.1","14.2","0.3"
"23","01-10-2018 05:30","01-10-2018 05:45","23.9","984.4","110.0","53.0","89.2","0.8","None","176.0","0.8","None","3.8","24.6","21.0","0.9","49.7","27.2","11.0","14.2","0.3"
"24","01-10-2018 05:45","01-10-2018 06:00","23.9","984.7","110.0","53.0","89.9","2.5","None","164.9","0.6","None","3.8","25.4","20.4","1.0","51.5","28.2","10.1","14.1","0.3"
"25","01-10-2018 06:00","01-10-2018 06:15","23.7","985.0","110.0","53.0","91.2","9.5","None","161.8","0.3","None","3.7","27.2","20.9","2.4","47.8","27.4","10.1","14.2","0.2"
"26","01-10-2018 06:15","01-10-2018 06:30","23.7","985.2","110.0","53.0","92.3","25.8","None","52.3","0.1","None","3.8","28.5","21.0","2.5","45.9","26.5","8.8","13.5","0.2"
"27","01-10-2018 06:30","01-10-2018 06:45","24.1","985.4","128.0","52.0","90.5","53.2","None","132.8","0.1","None","3.9","30.4","21.6","11.1","50.9","36.4","7.8","13.4","0.2"
"28","01-10-2018 06:45","01-10-2018 07:00","25.3","985.6","128.0","52.0","84.9","87.8","None","150.3","0.3","None","4.0","33.1","23.3","71.2","89.4","105.1","6.2","13.7","0.2"
"29","01-10-2018 07:00","01-10-2018 07:15","26.5","985.7","128.0","52.0","76.5","124.8","None","180.1","0.6","None","4.2","37.7","25.1","55.2","103.1","100.1","6.5","15.1","0.2"
"30","01-10-2018 07:15","01-10-2018 07:30","27.3","985.9","128.0","52.0","72.3","156.8","None","172.4","0.6","None","5.1","46.5","21.7","40.9","97.4","85.4","8.0","16.8","0.3"
"31","01-10-2018 07:30","01-10-2018 07:45","28.1","986.1","190.0","70.0","68.9","201.8","None","157.0","0.5","None","4.9","46.9","20.7","28.2","94.2","73.3","10.6","19.0","0.3"
"32","01-10-2018 07:45","01-10-2018 08:00","28.6","986.3","190.0","70.0","67.9","242.8","None","153.2","0.3","None","4.3","38.5","19.8","16.7","86.1","59.4","17.1","21.2","0.3"
"33","01-10-2018 08:00","01-10-2018 08:15","29.7","986.5","190.0","70.0","64.0","279.9","None","185.6","0.3","None","3.8","26.6","21.3","15.0","77.9","53.6","20.1","22.6","0.3"
"34","01-10-2018 08:15","01-10-2018 08:30","30.6","986.6","190.0","70.0","59.8","218.5","None","131.9","0.3","None","4.0","23.6","20.9","18.5","80.9","58.0","21.2","24.1","0.3"
"35","01-10-2018 08:30","01-10-2018 08:45","30.8","986.7","179.0","68.0","56.8","354.1","None","224.9","0.2","None","4.2","26.9","18.0","8.4","60.9","39.7","33.0","24.3","0.3"
"36","01-10-2018 08:45","01-10-2018 09:00","30.8","986.9","179.0","68.0","57.1","401.3","None","306.9","0.1","None","3.8","25.6","18.1","5.4","55.3","33.8","46.0","24.2","0.4"
"37","01-10-2018 09:00","01-10-2018 09:15","31.4","986.9","179.0","68.0","55.7","435.7","None","175.1","0.7","None","3.3","23.0","19.6","4.8","51.4","31.2","55.9","24.6","0.4"
"38","01-10-2018 09:15","01-10-2018 09:30","32.2","987.0","179.0","68.0","54.0","463.5","None","228.3","0.3","None","3.0","21.4","20.4","4.5","52.8","31.7","61.3","24.2","0.3"
"39","01-10-2018 09:30","01-10-2018 09:45","32.1","986.9","191.0","61.0","51.5","504.1","None","179.8","0.9","None","3.4","23.3","None","None","None","None","None","None","None"
"40","01-10-2018 09:45","01-10-2018 10:00","32.8","987.1","191.0","61.0","48.8","527.5","None","237.1","0.2","None","3.6","25.2","20.3","2.6","31.2","18.8","89.4","23.9","0.3"
"41","01-10-2018 10:00","01-10-2018 10:15","32.9","987.1","191.0","61.0","49.6","552.4","None","29.8","0.3","None","3.4","24.1","20.4","2.5","36.3","21.3","98.2","24.1","0.3"
"42","01-10-2018 10:15","01-10-2018 10:30","33.1","987.1","191.0","61.0","49.1","568.2","None","30.9","0.4","None","3.3","21.1","20.7","2.1","33.2","19.3","108.6","24.6","0.3"
"43","01-10-2018 10:30","01-10-2018 10:45","33.5","987.0","174.0","59.0","47.6","595.8","None","189.4","0.4","None","3.3","22.4","21.2","2.4","29.6","17.7","116.7","25.1","0.3"
"44","01-10-2018 10:45","01-10-2018 11:00","33.4","986.9","174.0","59.0","47.3","450.0","None","166.1","1.1","None","3.4","24.2","20.6","2.1","35.8","20.7","108.4","26.7","0.2"
"45","01-10-2018 11:00","01-10-2018 11:15","33.6","986.7","174.0","59.0","47.4","627.6","None","178.5","0.8","None","3.1","22.1","20.7","2.2","31.4","18.7","114.5","27.6","0.2"
"46","01-10-2018 11:15","01-10-2018 11:30","33.9","986.5","174.0","59.0","45.9","646.3","None","204.2","0.2","None","3.2","27.8","21.1","1.5","32.3","18.3","111.1","28.0","0.2"
"47","01-10-2018 11:30","01-10-2018 11:45","34.2","986.5","191.0","51.0","44.3","659.1","None","153.2","0.7","None","3.4","30.9","21.5","1.0","34.4","19.2","113.2","27.9","0.2"
"48","01-10-2018 11:45","01-10-2018 12:00","34.4","986.3","191.0","51.0","42.7","655.4","None","179.5","1.0","None","3.1","31.7","21.0","0.7","31.2","17.2","118.2","26.9","0.1"
"49","01-10-2018 12:00","01-10-2018 12:15","34.1","986.1","191.0","51.0","43.6","660.8","None","177.7","1.1","None","2.8","35.2","21.3","1.1","29.2","16.6","122.3","25.4","0.1"
"50","01-10-2018 12:15","01-10-2018 12:30","34.7","986.0","191.0","51.0","42.3","651.5","None","293.5","0.1","None","2.6","36.5","22.5","0.7","23.4","13.0","130.9","24.8","0.0"
"51","01-10-2018 12:30","01-10-2018 12:45","34.4","985.8","175.0","38.0","43.2","644.2","None","16.3","0.7","None","2.7","41.5","22.1","1.3","24.0","13.7","138.7","None","None"
"52","01-10-2018 12:45","01-10-2018 13:00","34.6","985.4","175.0","38.0","42.9","641.9","None","173.4","1.1","None","2.4","42.7","20.3","0.9","21.4","12.2","122.5","22.5","None"
"53","01-10-2018 13:00","01-10-2018 13:15","34.9","985.3","175.0","38.0","41.8","611.0","None","209.9","0.2","None","2.2","41.4","20.1","None","19.6","9.7","125.6","22.5","None"
"54","01-10-2018 13:15","01-10-2018 13:30","35.0","985.1","175.0","38.0","41.3","600.8","None","128.0","0.1","None","2.7","44.6","21.2","None","18.1","9.3","133.7","22.1","None"
"55","01-10-2018 13:30","01-10-2018 13:45","35.2","984.8","166.0","35.0","40.7","571.0","None","196.7","0.4","None","2.2","35.2","None","None","19.4","10.0","128.1","21.1","None"
"56","01-10-2018 13:45","01-10-2018 14:00","35.4","984.6","166.0","35.0","42.1","539.0","None","165.9","0.6","None","2.1","34.0","22.1","0.5","26.6","14.8","125.1","20.6","None"
"57","01-10-2018 14:00","01-10-2018 14:15","35.3","984.5","166.0","35.0","41.8","504.7","None","10.6","0.1","None","2.2","31.4","22.0","1.2","27.4","15.5","126.8","20.0","None"
"58","01-10-2018 14:15","01-10-2018 14:30","35.1","984.3","166.0","35.0","43.4","475.1","None","172.3","0.6","None","2.6","36.6","21.7","1.7","35.7","20.4","120.4","19.8","None"
"59","01-10-2018 14:30","01-10-2018 14:45","35.2","984.2","171.0","41.0","42.9","447.4","None","178.7","0.9","None","2.4","37.4","22.3","2.7","33.2","20.0","113.6","18.8","None"
"60","01-10-2018 14:45","01-10-2018 15:00","35.7","984.1","171.0","41.0","42.0","412.0","None","168.4","0.7","None","2.5","31.3","23.4","1.8","27.9","16.2","106.9","18.5","0.3"
"61","01-10-2018 15:00","01-10-2018 15:15","35.0","984.0","171.0","41.0","42.2","379.4","None","172.1","1.0","None","2.4","23.7","22.9","1.5","32.7","18.6","94.9","18.5","0.3"
"62","01-10-2018 15:15","01-10-2018 15:30","35.5","984.1","171.0","41.0","39.7","346.7","None","336.2","None","None","2.2","23.4","22.2","2.3","33.3","19.6","92.1","18.6","0.3"
"63","01-10-2018 15:30","01-10-2018 15:45","35.1","984.0","174.0","35.0","41.6","298.1","None","166.5","0.6","None","2.6","40.6","21.4","1.3","33.0","18.6","84.5","None","None"
"64","01-10-2018 15:45","01-10-2018 16:00","34.6","984.0","174.0","35.0","43.3","255.6","None","182.1","0.7","None","2.2","29.3","21.1","2.5","36.0","21.2","85.5","18.7","0.3"
"65","01-10-2018 16:00","01-10-2018 16:15","34.2","984.0","174.0","35.0","44.4","212.4","None","172.0","0.7","None","2.3","25.0","21.0","None","34.6","18.0","87.4","18.5","0.4"
"66","01-10-2018 16:15","01-10-2018 16:30","33.9","984.0","174.0","35.0","45.2","171.3","None","182.0","0.5","None","2.8","29.8","20.7","1.5","29.4","16.9","90.7","18.1","0.4"
"67","01-10-2018 16:30","01-10-2018 16:45","33.5","984.1","168.0","36.0","46.9","98.1","None","200.3","0.2","None","2.7","34.5","19.7","0.4","39.7","21.4","80.4","18.0","0.4"
"68","01-10-2018 16:45","01-10-2018 17:00","32.7","984.1","168.0","36.0","48.9","50.3","None","186.7","0.6","None","2.7","33.1","18.6","1.3","53.9","29.4","71.2","19.0","0.4"
"69","01-10-2018 17:00","01-10-2018 17:15","32.0","984.2","168.0","36.0","51.9","38.2","None","68.2","0.1","None","2.5","39.4","19.1","0.7","52.0","28.3","71.1","19.8","0.5"
"70","01-10-2018 17:15","01-10-2018 17:30","31.0","984.2","168.0","36.0","56.4","26.0","None","78.3","0.3","None","2.7","34.3","21.0","0.1","66.7","35.3","55.7","None","0.5"
"71","01-10-2018 17:30","01-10-2018 17:45","30.5","984.3","177.0","41.0","59.1","13.5","None","83.9","0.1","None","2.6","39.8","22.5","0.3","81.5","43.6","45.4","21.6","0.5"
"72","01-10-2018 17:45","01-10-2018 18:00","30.0","984.4","177.0","41.0","61.4","4.4","None","37.1","0.3","None","3.2","44.6","22.8","1.4","72.8","39.9","44.1","22.9","0.5"
"73","01-10-2018 18:00","01-10-2018 18:15","29.6","984.4","177.0","41.0","62.3","1.5","None","56.2","0.3","None","3.8","61.7","22.7","0.2","59.8","31.9","52.3","22.6","0.6"
"74","01-10-2018 18:15","01-10-2018 18:30","29.0","984.5","177.0","41.0","64.5","1.1","None","44.3","0.2","None","4.9","89.1","23.4","0.2","72.9","38.9","35.2","23.5","0.6"
"75","01-10-2018 18:30","01-10-2018 18:45","28.7","984.7","240.0","66.0","65.9","1.1","None","57.9","0.1","None","4.9","115.9","23.2","5.6","104.9","60.2","13.9","23.5","0.6"
"76","01-10-2018 18:45","01-10-2018 19:00","28.4","984.9","240.0","66.0","67.0","1.1","None","77.6","0.3","None","4.9","123.7","18.9","7.3","113.7","66.9","10.1","24.4","0.7"
"77","01-10-2018 19:00","01-10-2018 19:15","28.2","985.0","240.0","66.0","68.7","1.2","None","53.6","0.1","None","4.9","138.6","22.4","5.6","108.9","62.5","11.5","24.8","0.7"
"78","01-10-2018 19:15","01-10-2018 19:30","23.7","985.2","240.0","66.0","74.3","1.4","None","69.4","0.3","None","4.4","162.2","24.0","14.6","124.1","77.9","6.0","25.3","0.7"
"79","01-10-2018 19:30","01-10-2018 19:45","None","985.2","246.0","73.0","95.4","1.2","None","63.2","0.2","None","4.4","161.0","24.8","14.9","118.0","74.9","6.4","25.9","0.8"
"80","01-10-2018 19:45","01-10-2018 20:00","None","985.2","246.0","73.0","99.3","1.1","None","102.6","0.1","None","5.5","182.4","23.9","15.0","116.8","74.3","6.2","25.7","0.8"
"81","01-10-2018 20:00","01-10-2018 20:15","26.8","985.5","246.0","73.0","78.6","1.2","None","79.2","0.2","None","7.2","198.7","24.6","26.6","113.1","82.0","6.1","25.7","0.9"
"82","01-10-2018 20:15","01-10-2018 20:30","26.7","985.5","246.0","73.0","80.4","1.1","None","52.6","0.2","None","8.7","211.2","29.6","41.5","114.0","94.5","6.8","26.8","0.9"
"83","01-10-2018 20:30","01-10-2018 20:45","26.8","985.7","327.0","111.0","80.2","1.2","None","62.8","0.2","None","9.0","216.0","30.3","27.0","111.3","81.2","7.5","28.2","1.0"
"84","01-10-2018 20:45","01-10-2018 21:00","26.2","985.8","327.0","111.0","83.8","1.3","None","62.8","0.3","None","10.1","221.3","28.5","26.7","109.0","79.7","6.5","26.9","1.1"
"85","01-10-2018 21:00","01-10-2018 21:15","26.0","985.8","327.0","111.0","85.0","1.3","None","39.7","0.5","None","9.5","182.4","27.2","28.1","104.7","78.5","6.1","25.1","1.2"
"86","01-10-2018 21:15","01-10-2018 21:30","27.3","985.8","327.0","111.0","79.2","1.4","None","18.3","0.4","None","10.1","188.5","28.9","9.7","97.1","59.6","6.5","22.5","1.3"
"87","01-10-2018 21:30","01-10-2018 21:45","26.5","985.8","301.0","112.0","83.7","1.1","None","66.7","0.2","None","9.9","234.7","26.6","8.6","92.9","56.4","6.4","None","None"
"88","01-10-2018 21:45","01-10-2018 22:00","26.1","985.8","301.0","112.0","85.1","1.4","None","44.3","0.4","None","7.3","150.3","25.6","7.6","94.9","56.7","6.6","20.5","0.4"
"89","01-10-2018 22:00","01-10-2018 22:15","26.1","985.8","301.0","112.0","84.1","1.2","None","30.4","0.3","None","7.2","127.2","26.3","5.1","89.1","51.6","8.6","20.5","0.4"
"90","01-10-2018 22:15","01-10-2018 22:30","12.7","985.7","301.0","112.0","90.5","1.3","None","71.8","0.2","None","7.4","131.0","26.4","3.3","84.0","47.4","9.8","21.1","0.5"
"91","01-10-2018 22:30","01-10-2018 22:45","25.1","985.7","271.0","99.0","89.4","1.2","None","90.2","0.2","None","7.7","154.0","26.3","3.9","92.5","52.4","7.5","21.7","0.5"
"92","01-10-2018 22:45","01-10-2018 23:00","24.8","985.8","271.0","99.0","91.0","1.4","None","55.3","0.3","None","7.6","162.9","25.6","8.0","92.5","55.8","6.0","20.9","0.5"
"93","01-10-2018 23:00","01-10-2018 23:15","24.6","985.7","271.0","99.0","91.7","1.4","None","49.7","0.3","None","7.8","173.9","25.6","25.2","100.4","74.4","5.6","20.6","0.6"
"94","01-10-2018 23:15","01-10-2018 23:30","24.5","985.6","271.0","99.0","90.7","1.2","None","76.6","0.2","None","8.4","196.3","25.4","55.1","109.9","103.3","5.8","20.2","0.6"
"95","01-10-2018 23:30","01-10-2018 23:45","24.4","985.5","269.0","99.0","91.1","0.8","None","149.8","0.2","None","8.3","180.7","26.4","80.7","127.8","133.3","5.2","20.2","0.6"
"96","01-10-2018 23:45","02-10-2018 00:00","24.2","985.5","269.0","99.0","91.3","1.1","None","111.1","0.2","None","8.4","131.0","27.0","85.8","126.7","136.7","5.6","20.0","0.7"
"97","02-10-2018 00:00","02-10-2018 00:15","24.1","985.6","269.0","99.0","91.5","1.4","None","51.8","0.3","None","9.1","110.6","26.4","88.8","132.1","142.8","5.6","19.6","0.7"
"98","02-10-2018 00:15","02-10-2018 00:30","24.0","985.4","269.0","99.0","91.3","1.1","None","78.1","0.2","None","9.6","104.5","25.8","98.3","141.5","155.5","6.1","20.5","0.7"
"99","02-10-2018 00:30","02-10-2018 00:45","23.9","985.5","302.0","128.0","92.2","1.5","None","34.3","0.3","None","9.2","101.2","25.4","107.0","137.9","160.6","6.6","21.4","0.7"
"100","02-10-2018 00:45","02-10-2018 01:00","23.9","985.4","302.0","128.0","93.1","1.6","None","40.8","0.5","None","9.6","118.9","25.7","116.3","135.2","166.8","None","22.3","0.7"
"101","02-10-2018 01:00","02-10-2018 01:15","23.8","985.2","302.0","128.0","93.0","1.2","None","75.7","0.2","None","9.8","119.0","30.2","94.3","127.4","144.6","None","22.6","0.8"
"102","02-10-2018 01:15","02-10-2018 01:30","23.7","985.2","302.0","128.0","93.5","1.2","None","98.9","0.2","None","10.1","118.9","32.0","88.8","119.0","134.6","None","22.9","0.8"
"103","02-10-2018 01:30","02-10-2018 01:45","23.7","985.1","234.0","118.0","93.7","1.2","None","71.9","0.2","None","8.9","108.9","28.0","75.5","118.7","124.4","8.7","22.5","0.8"
"104","02-10-2018 01:45","02-10-2018 02:00","23.5","984.9","234.0","118.0","94.9","0.9","None","168.4","0.3","None","8.2","105.9","None","None","None","None","6.7","None","None"
"105","02-10-2018 02:00","02-10-2018 02:15","23.5","984.9","234.0","118.0","94.7","0.9","None","163.2","0.4","None","7.5","98.3","None","None","None","None","6.2","None","None"
"106","02-10-2018 02:15","02-10-2018 02:30","23.5","985.1","234.0","118.0","94.4","1.5","None","41.0","0.3","None","7.2","84.5","None","None","None","None","6.1","None","None"
"107","02-10-2018 02:30","02-10-2018 02:45","23.3","985.0","177.0","100.0","95.3","1.4","None","78.9","0.2","None","6.9","92.7","24.7","47.4","107.6","96.0","5.4","22.2","0.8"
"108","02-10-2018 02:45","02-10-2018 03:00","23.5","984.8","177.0","100.0","94.8","0.8","None","167.1","0.6","None","6.6","122.7","20.9","4.1","75.4","43.5","8.6","20.7","0.8"
"109","02-10-2018 03:00","02-10-2018 03:15","23.7","984.8","177.0","100.0","93.6","0.8","None","180.1","0.5","None","6.1","130.6","20.8","5.4","72.1","42.6","9.6","20.0","0.8"
"110","02-10-2018 03:15","02-10-2018 03:30","24.0","984.9","177.0","100.0","92.4","0.8","None","181.4","0.6","None","5.8","94.3","21.7","1.3","67.1","36.9","9.5","20.2","0.8"
"111","02-10-2018 03:30","02-10-2018 03:45","24.2","985.0","186.0","83.0","91.3","0.9","None","178.4","0.3","None","6.0","94.4","22.9","None","63.3","32.2","11.5","None","None"
"112","02-10-2018 03:45","02-10-2018 04:00","23.9","985.2","186.0","83.0","93.0","1.4","None","36.3","0.3","None","7.0","80.6","23.2","None","58.3","29.5","10.4","19.0","0.3"
"113","02-10-2018 04:00","02-10-2018 04:15","23.5","985.2","186.0","83.0","95.2","1.2","None","83.5","0.2","None","8.7","74.2","24.0","0.4","57.5","30.9","10.0","18.3","0.4"
"114","02-10-2018 04:15","02-10-2018 04:30","23.4","985.5","186.0","83.0","96.5","1.6","None","29.4","0.5","None","9.8","72.2","25.6","2.2","58.8","33.1","7.5","17.9","0.4"
"115","02-10-2018 04:30","02-10-2018 04:45","23.3","985.6","199.0","111.0","97.3","1.5","None","38.2","0.4","None","10.8","74.6","31.4","35.6","72.4","66.9","6.6","16.6","0.4"
"116","02-10-2018 04:45","02-10-2018 05:00","23.2","985.7","199.0","111.0","98.2","1.3","None","68.8","0.3","None","10.2","77.8","34.2","59.2","80.0","90.3","6.7","15.8","0.3"
"117","02-10-2018 05:00","02-10-2018 05:15","23.2","985.8","199.0","111.0","98.7","1.4","None","72.2","0.3","None","9.8","96.6","25.0","85.5","77.1","110.0","6.7","15.4","0.3"
"118","02-10-2018 05:15","02-10-2018 05:30","23.2","985.8","199.0","111.0","98.7","1.1","None","114.2","0.2","None","10.0","133.2","31.8","44.8","77.2","77.6","6.4","15.2","0.3"
"119","02-10-2018 05:30","02-10-2018 05:45","23.1","986.1","215.0","127.0","99.3","1.4","None","64.8","0.3","None","9.7","120.1","30.7","49.1","74.3","79.6","5.8","14.8","0.3"
"120","02-10-2018 05:45","02-10-2018 06:00","23.1","986.2","215.0","127.0","99.4","2.8","None","46.2","0.3","None","8.8","84.4","29.8","42.2","72.4","72.9","6.0","14.3","0.3"
"121","02-10-2018 06:00","02-10-2018 06:15","23.0","986.2","215.0","127.0","99.4","8.6","None","150.9","0.3","None","8.8","84.9","29.9","33.7","68.7","63.9","6.2","14.5","0.3"
"122","02-10-2018 06:15","02-10-2018 06:30","23.1","986.5","215.0","127.0","99.4","23.8","None","43.5","0.3","None","9.1","92.9","30.7","26.8","63.4","55.4","6.7","14.6","0.3"
"123","02-10-2018 06:30","02-10-2018 06:45","23.6","986.6","205.0","114.0","99.1","53.5","None","154.0","0.2","None","8.9","88.4","30.3","25.1","63.9","54.5","6.7","14.0","0.3"
"124","02-10-2018 06:45","02-10-2018 07:00","24.5","986.8","205.0","114.0","95.0","88.7","None","151.2","0.3","None","8.6","83.5","30.9","21.2","63.9","51.3","7.2","13.5","0.3"
"125","02-10-2018 07:00","02-10-2018 07:15","26.0","987.0","205.0","114.0","86.5","128.9","None","180.1","0.7","None","8.1","78.5","30.3","17.6","67.5","50.1","9.1","13.2","0.3"
"126","02-10-2018 07:15","02-10-2018 07:30","27.3","987.2","205.0","114.0","79.8","170.8","None","182.7","0.9","None","9.0","74.9","27.8","5.9","63.8","38.9","14.4","13.6","0.3"
"127","02-10-2018 07:30","02-10-2018 07:45","28.0","987.4","222.0","95.0","76.5","208.2","None","174.4","1.0","None","9.3","63.0","25.5","3.9","49.0","29.3","23.4","15.2","0.3"
"128","02-10-2018 07:45","02-10-2018 08:00","28.4","987.6","222.0","95.0","75.8","242.8","None","175.8","1.2","None","6.3","39.9","25.5","2.7","46.2","26.8","27.6","16.9","0.3"
"129","02-10-2018 08:00","02-10-2018 08:15","28.9","987.8","222.0","95.0","72.2","282.5","None","184.2","1.1","None","5.3","33.7","26.2","1.8","44.7","25.2","36.2","17.9","0.3"
"130","02-10-2018 08:15","02-10-2018 08:30","29.5","987.9","222.0","95.0","68.3","211.9","None","174.9","1.4","None","5.4","35.0","25.8","1.4","30.6","17.5","49.2","18.7","0.3"
"131","02-10-2018 08:30","02-10-2018 08:45","30.0","988.0","201.0","78.0","65.9","369.7","None","168.3","1.2","None","5.2","35.0","24.6","2.8","39.7","23.3","49.5","19.4","0.2"
"132","02-10-2018 08:45","02-10-2018 09:00","30.6","988.0","201.0","78.0","63.3","404.2","None","173.1","1.2","None","4.2","30.6","22.7","4.6","44.5","27.3","53.2","19.5","0.2"
"133","02-10-2018 09:00","02-10-2018 09:15","31.3","988.1","201.0","78.0","62.1","442.0","None","181.7","1.3","None","4.0","31.1","22.6","2.1","35.2","20.3","63.9","20.9","0.2"
"134","02-10-2018 09:15","02-10-2018 09:30","31.8","988.1","201.0","78.0","62.2","474.1","None","160.7","1.3","None","4.2","28.5","23.3","1.7","27.5","16.0","73.2","21.0","0.2"
"135","02-10-2018 09:30","02-10-2018 09:45","32.4","988.1","200.0","69.0","59.9","502.3","None","172.1","1.2","None","4.0","24.6","24.1","2.3","31.5","18.6","79.1","None","None"
"136","02-10-2018 09:45","02-10-2018 10:00","33.0","988.2","200.0","69.0","55.7","535.6","None","175.3","1.1","None","4.0","25.5","23.7","1.4","26.7","15.4","84.6","19.8","0.3"
"137","02-10-2018 10:00","02-10-2018 10:15","33.1","988.2","200.0","69.0","55.2","558.9","None","164.5","1.3","None","4.2","28.2","23.9","1.3","25.4","14.5","89.1","19.1","0.3"
"138","02-10-2018 10:15","02-10-2018 10:30","29.9","988.1","200.0","69.0","55.5","576.0","None","172.9","1.0","None","4.0","22.8","24.8","2.0","29.4","17.3","96.0","18.1","0.3"
"139","02-10-2018 10:30","02-10-2018 10:45","34.3","988.0","200.0","59.0","47.1","563.7","None","176.5","1.1","None","4.0","23.6","25.4","None","35.6","18.5","99.4","17.8","0.3"
"140","02-10-2018 10:45","02-10-2018 11:00","21.0","985.8","200.0","59.0","59.4","404.2","None","169.9","1.1","None","4.4","33.1","25.1","1.7","40.1","22.7","111.2","18.4","0.3"
"141","02-10-2018 11:00","02-10-2018 11:15","34.6","987.8","200.0","59.0","45.2","616.1","None","213.9","0.3","None","4.3","31.4","25.7","1.7","33.5","19.1","121.9","19.2","0.3"
"142","02-10-2018 11:15","02-10-2018 11:30","34.7","987.6","200.0","59.0","45.9","618.5","None","347.2","0.5","None","4.6","24.2","27.0","1.2","28.7","16.2","127.3","20.2","0.3"
"143","02-10-2018 11:30","02-10-2018 11:45","34.9","987.4","200.0","61.0","43.5","635.5","None","199.8","0.2","None","4.4","24.1","26.7","0.8","24.5","13.6","111.4","None","0.2"
