"","From Date","To Date","AT","BP","PM10","PM2.5","RH","SR","Temp","WD","WS","VWS","Benzene","Toluene","NH3","NO","NO2","NOx","Ozone","SO2","CO"
"552","06-10-2018 17:45","06-10-2018 18:00","28.7","986.1","160.0","46.0","50.3","2.2","None","158.0","0.2","None","3.5","66.6","21.2","14.2","110.9","70.6","8.6","26.7","0.4"
"553","06-10-2018 18:00","06-10-2018 18:15","28.2","986.2","160.0","46.0","52.2","1.1","None","68.9","0.3","None","4.4","90.5","22.0","21.5","115.1","78.8","5.9","28.4","0.5"
"554","06-10-2018 18:15","06-10-2018 18:30","27.6","986.3","160.0","46.0","55.4","1.2","None","51.4","0.4","None","4.7","86.7","23.0","31.9","110.9","84.7","5.4","30.2","0.5"
"555","06-10-2018 18:30","06-10-2018 18:45","27.6","986.4","197.0","46.0","54.9","0.8","None","112.6","0.2","None","4.8","65.3","24.1","16.3","106.1","69.8","6.3","30.7","0.5"
"556","06-10-2018 18:45","06-10-2018 19:00","27.5","986.6","197.0","56.0","56.5","0.9","None","70.1","0.3","None","6.3","58.9","22.3","29.3","106.2","80.6","6.0","31.9","0.6"
"557","06-10-2018 19:00","06-10-2018 19:15","27.4","986.7","197.0","56.0","57.5","0.9","None","87.9","0.2","None","6.5","76.6","26.5","10.1","95.7","59.3","6.6","33.6","0.6"
"558","06-10-2018 19:15","06-10-2018 19:30","27.0","986.9","197.0","56.0","59.3","0.6","None","176.0","0.4","None","6.9","108.8","28.9","26.9","105.4","78.0","5.8","32.8","0.6"
"559","06-10-2018 19:30","06-10-2018 19:45","26.9","987.0","216.0","56.0","60.7","0.5","None","183.0","0.5","None","6.5","124.0","26.8","50.1","113.3","101.1","5.1","35.4","0.7"
"560","06-10-2018 19:45","06-10-2018 20:00","26.5","987.3","216.0","79.0","63.3","0.6","None","174.7","0.4","None","7.6","106.8","28.3","38.3","108.2","88.8","5.3","36.4","0.7"
"561","06-10-2018 20:00","06-10-2018 20:15","26.1","987.5","216.0","79.0","66.1","1.2","None","41.0","0.4","None","9.1","86.9","25.0","61.4","103.5","103.8","5.6","35.3","0.7"
"562","06-10-2018 20:15","06-10-2018 20:30","25.9","987.4","216.0","79.0","63.8","1.1","None","76.1","0.3","None","8.5","90.0","23.4","73.8","104.9","115.9","5.0","34.6","0.8"
"563","06-10-2018 20:30","06-10-2018 20:45","26.1","987.5","240.0","79.0","62.3","0.9","None","139.6","0.2","None","9.1","93.5","23.7","82.6","124.4","134.1","5.1","36.0","0.9"
"564","06-10-2018 20:45","06-10-2018 21:00","26.0","987.6","240.0","86.0","61.7","0.9","None","108.2","0.2","None","9.8","110.0","24.5","76.4","119.5","125.6","5.7","37.4","0.9"
"565","06-10-2018 21:00","06-10-2018 21:15","25.9","987.7","240.0","86.0","62.5","0.9","None","85.7","0.2","None","9.4","114.9","30.2","51.6","109.5","100.0","5.2","35.7","1.0"
"566","06-10-2018 21:15","06-10-2018 21:30","25.4","987.6","240.0","86.0","65.6","0.7","None","158.0","0.3","None","8.6","107.8","28.2","44.7","101.8","90.5","5.5","35.5","1.0"
"567","06-10-2018 21:30","06-10-2018 21:45","25.2","987.7","201.0","86.0","66.3","0.8","None","146.8","0.3","None","7.9","96.0","28.0","42.3","98.6","86.9","5.2","19.5","0.3"
"568","06-10-2018 21:45","06-10-2018 22:00","25.3","987.5","201.0","64.0","66.4","0.8","None","136.8","0.2","None","7.5","86.1","26.7","52.7","98.9","95.6","5.0","29.5","0.4"
"569","06-10-2018 22:00","06-10-2018 22:15","25.9","987.4","201.0","64.0","61.3","0.6","None","183.6","0.4","None","7.2","75.6","25.5","46.3","106.3","94.0","5.4","26.5","0.4"
"570","06-10-2018 22:15","06-10-2018 22:30","25.7","987.4","201.0","64.0","62.3","1.0","None","82.3","0.3","None","6.4","70.4","25.0","51.2","111.8","101.2","5.3","29.4","0.5"
"571","06-10-2018 22:30","06-10-2018 22:45","24.6","987.4","193.0","64.0","68.0","1.2","None","35.0","0.4","None","5.9","67.9","24.1","55.9","107.2","102.5","5.2","33.4","0.5"
"572","06-10-2018 22:45","06-10-2018 23:00","24.2","987.3","193.0","61.0","70.2","1.3","None","32.0","0.4","None","5.7","57.8","24.0","72.1","110.3","117.3","5.4","35.0","0.5"
"573","06-10-2018 23:00","06-10-2018 23:15","23.8","987.2","193.0","61.0","71.5","1.2","None","47.7","0.4","None","5.4","50.9","26.8","84.1","119.8","132.7","5.2","34.7","0.5"
"574","06-10-2018 23:15","06-10-2018 23:30","24.1","987.1","193.0","61.0","68.9","0.8","None","98.7","0.2","None","5.1","46.7","26.5","71.7","109.0","115.7","5.6","34.3","0.5"
"575","06-10-2018 23:30","06-10-2018 23:45","23.9","987.1","160.0","64.0","71.5","1.2","None","39.9","0.4","None","5.2","46.7","23.4","78.7","95.6","114.3","5.7","31.7","0.5"
"576","06-10-2018 23:45","07-10-2018 00:00","24.0","987.0","185.0","64.0","70.1","1.0","None","74.1","0.3","None","5.4","43.5","24.8","37.7","94.1","80.9","5.8","28.2","0.5"
"577","07-10-2018 00:00","07-10-2018 00:15","24.0","986.9","185.0","64.0","70.4","0.8","None","107.7","0.1","None","5.9","39.3","24.3","29.4","88.4","71.1","5.8","25.6","0.5"
"578","07-10-2018 00:15","07-10-2018 00:30","24.1","986.8","185.0","64.0","69.1","0.7","None","145.5","0.2","None","6.8","38.6","24.0","28.7","93.8","73.3","6.2","24.3","0.5"
"579","07-10-2018 00:30","07-10-2018 00:45","24.2","986.8","228.0","64.0","67.6","0.9","None","9.7","0.1","None","9.7","44.5","24.1","22.5","93.0","67.8","7.2","33.6","0.5"
"580","07-10-2018 00:45","07-10-2018 01:00","24.1","986.7","228.0","81.0","67.6","1.1","None","74.0","0.3","None","12.1","52.3","23.3","10.7","96.1","59.7","5.8","22.7","0.5"
"581","07-10-2018 01:00","07-10-2018 01:15","23.7","986.6","228.0","81.0","69.9","0.9","None","127.7","0.3","None","10.5","57.0","26.0","5.5","90.6","52.5","5.1","21.4","0.5"
"582","07-10-2018 01:15","07-10-2018 01:30","23.2","986.5","228.0","81.0","73.5","0.8","None","126.6","0.3","None","7.9","55.4","25.7","12.5","89.9","58.1","5.3","20.2","0.5"
"583","07-10-2018 01:30","07-10-2018 01:45","22.9","986.6","229.0","81.0","75.5","1.1","None","39.2","0.3","None","6.8","50.5","23.2","13.5","94.2","61.1","13.2","19.1","0.5"
"584","07-10-2018 01:45","07-10-2018 02:00","23.3","986.4","229.0","79.0","73.5","0.9","None","142.9","0.4","None","7.0","46.0","23.4","73.8","104.9","115.9","11.5","34.6","0.8"
"585","07-10-2018 02:00","07-10-2018 02:15","23.1","986.4","229.0","79.0","75.1","1.1","None","90.4","0.2","None","7.3","45.1","23.7","82.6","124.4","134.1","13.1","36.0","0.9"
"586","07-10-2018 02:15","07-10-2018 02:30","22.7","986.4","229.0","79.0","77.2","1.1","None","63.6","0.2","None","11.0","57.2","24.5","76.4","119.5","125.6","12.0","37.4","0.9"
"587","07-10-2018 02:30","07-10-2018 02:45","22.6","986.4","240.0","79.0","78.5","1.2","None","44.8","0.4","None","15.8","69.3","24.5","70.1","121.6","121.7","10.6","25.2","0.5"
"588","07-10-2018 02:45","07-10-2018 03:00","22.3","986.4","277.0","90.0","80.8","1.0","None","79.7","0.2","None","19.0","66.1","23.7","90.6","125.3","141.0","8.5","25.5","0.5"
"589","07-10-2018 03:00","07-10-2018 03:15","22.2","986.3","277.0","90.0","80.8","0.9","None","134.2","0.2","None","20.6","61.0","22.8","97.9","125.0","146.4","6.7","26.1","0.5"
"590","07-10-2018 03:15","07-10-2018 03:30","22.3","986.4","277.0","90.0","80.8","1.3","None","42.2","0.4","None","14.3","65.9","24.8","77.0","122.1","126.9","6.0","27.2","0.5"
"591","07-10-2018 03:30","07-10-2018 03:45","22.1","986.3","184.0","90.0","82.2","0.8","None","146.8","0.2","None","9.5","59.1","27.4","59.6","113.3","108.8","5.0","26.5","0.4"
"592","07-10-2018 03:45","07-10-2018 04:00","22.7","986.3","184.0","56.0","80.2","0.6","None","176.0","0.8","None","8.0","70.4","24.2","6.9","79.8","48.1","6.2","23.3","0.3"
"593","07-10-2018 04:00","07-10-2018 04:15","23.4","986.5","184.0","56.0","76.9","0.5","None","183.1","0.7","None","6.3","93.3","25.0","7.6","69.8","43.3","6.5","20.6","0.3"
"594","07-10-2018 04:15","07-10-2018 04:30","22.8","986.6","184.0","56.0","80.8","0.8","None","117.9","0.2","None","9.1","90.6","25.9","6.9","68.8","42.2","6.2","18.9","0.3"
"595","07-10-2018 04:30","07-10-2018 04:45","22.3","986.7","197.0","56.0","83.7","0.9","None","51.7","0.1","None","12.3","79.5","26.0","5.8","68.5","41.1","6.0","18.4","0.3"
"596","07-10-2018 04:45","07-10-2018 05:00","22.3","986.7","197.0","56.0","83.0","0.5","None","182.0","0.7","None","11.7","74.4","25.9","8.0","63.8","40.4","6.2","18.0","0.3"
"597","07-10-2018 05:00","07-10-2018 05:15","22.6","986.8","197.0","56.0","80.2","0.5","None","183.0","0.7","None","9.3","67.5","25.8","6.6","62.1","38.4","5.4","17.4","0.3"
"598","07-10-2018 05:15","07-10-2018 05:30","22.6","987.0","197.0","56.0","80.0","0.6","None","182.5","0.6","None","7.4","59.2","26.3","5.0","60.6","36.3","5.7","17.2","0.3"
"599","07-10-2018 05:30","07-10-2018 05:45","22.1","987.1","185.0","56.0","82.6","0.6","None","178.4","0.5","None","5.9","52.5","27.5","2.6","52.5","29.9","6.6","16.3","0.3"
"600","07-10-2018 05:45","07-10-2018 06:00","21.8","987.4","185.0","47.0","84.3","1.8","None","122.7","0.2","None","5.0","47.9","26.3","2.7","50.3","28.9","6.1","14.7","0.3"
"601","07-10-2018 06:00","07-10-2018 06:15","21.7","987.7","185.0","47.0","85.7","6.8","None","49.6","0.3","None","4.8","45.3","25.1","2.4","49.4","28.2","5.9","13.9","0.2"
"602","07-10-2018 06:15","07-10-2018 06:30","21.5","987.9","185.0","47.0","86.6","19.4","None","43.0","0.4","None","4.9","44.3","24.9","3.4","53.1","30.9","6.8","12.5","0.2"
"603","07-10-2018 06:30","07-10-2018 06:45","21.8","988.1","167.0","47.0","85.6","35.6","None","31.3","0.5","None","4.9","43.5","25.2","5.9","55.9","34.6","7.6","11.8","0.2"
"604","07-10-2018 06:45","07-10-2018 07:00","22.7","988.2","167.0","41.0","81.3","63.9","None","29.1","0.2","None","5.2","44.4","25.5","23.6","67.3","54.8","7.6","12.5","0.2"
"605","07-10-2018 07:00","07-10-2018 07:15","23.9","988.3","167.0","41.0","77.7","96.3","None","176.4","0.6","None","5.6","46.1","23.5","35.1","74.4","68.3","7.8","13.2","0.2"
"606","07-10-2018 07:15","07-10-2018 07:30","25.3","988.6","167.0","41.0","72.4","131.3","None","152.7","0.2","None","5.9","48.9","23.7","24.8","78.6","62.1","9.8","13.9","0.2"
"607","07-10-2018 07:30","07-10-2018 07:45","26.1","988.7","229.0","41.0","66.8","171.2","None","183.1","0.7","None","6.3","83.5","24.1","12.6","77.6","51.8","16.4","17.1","0.2"
"608","07-10-2018 07:45","07-10-2018 08:00","27.0","988.9","204.0","52.0","62.9","213.0","None","166.6","0.5","None","6.2","101.5","25.4","5.2","56.6","34.3","33.6","19.8","0.2"
"609","07-10-2018 08:00","07-10-2018 08:15","27.6","989.0","204.0","52.0","60.4","169.5","None","178.4","0.8","None","5.4","88.9","23.9","6.6","63.3","39.0","37.6","22.8","0.2"
"610","07-10-2018 08:15","07-10-2018 08:30","28.5","989.1","204.0","52.0","56.7","290.6","None","155.5","0.5","None","4.7","72.0","23.7","7.9","72.8","45.0","42.2","29.5","0.2"
"611","07-10-2018 08:30","07-10-2018 08:45","29.3","989.3","277.0","52.0","54.6","331.1","None","156.9","0.2","None","4.6","106.0","23.8","23.8","104.0","74.6","27.1","39.6","0.2"
"612","07-10-2018 08:45","07-10-2018 09:00","29.5","989.4","202.0","58.0","52.5","368.0","None","168.5","0.5","None","4.6","76.8","24.4","8.5","69.9","43.7","47.4","53.6","0.2"
"613","07-10-2018 09:00","07-10-2018 09:15","30.0","989.4","202.0","58.0","50.2","406.1","None","352.3","0.3","None","4.5","41.4","22.8","5.3","52.8","32.3","64.4","53.9","0.2"
"614","07-10-2018 09:15","07-10-2018 09:30","30.6","989.4","202.0","58.0","49.3","424.3","None","99.3","0.3","None","4.3","37.2","25.0","4.6","65.8","38.9","72.5","53.0","0.1"
"615","07-10-2018 09:30","07-10-2018 09:45","30.6","989.5","184.0","58.0","48.4","445.1","None","8.3","0.9","None","4.5","25.8","24.4","5.7","55.8","34.5","94.5","20.6","0.3"
"616","07-10-2018 09:45","07-10-2018 10:00","31.5","989.3","216.0","64.0","46.0","458.0","None","74.9","0.2","None","5.3","23.7","23.3","4.5","57.4","34.4","105.8","46.6","0.4"
"617","07-10-2018 10:00","07-10-2018 10:15","31.0","989.3","216.0","64.0","47.8","494.0","None","26.3","1.1","None","6.1","29.1","24.1","2.3","43.3","24.8","124.3","42.5","0.4"
"618","07-10-2018 10:15","07-10-2018 10:30","31.7","989.1","216.0","64.0","43.8","506.9","None","23.9","0.6","None","6.0","33.9","24.8","1.6","35.2","20.1","133.6","38.1","0.4"
"619","07-10-2018 10:30","07-10-2018 10:45","32.0","989.0","197.0","64.0","40.7","377.5","None","352.3","0.7","None","5.6","36.2","25.2","1.1","33.5","18.8","138.0","35.4","0.4"
"620","07-10-2018 10:45","07-10-2018 11:00","32.6","988.8","288.0","77.0","41.1","394.3","None","160.2","0.4","None","4.8","36.8","26.3","0.9","39.3","21.6","143.1","32.9","0.4"
"621","07-10-2018 11:00","07-10-2018 11:15","33.3","988.6","288.0","77.0","39.2","266.8","None","171.3","0.6","None","4.1","36.7","27.5","1.2","45.9","25.4","142.1","31.9","0.4"
"622","07-10-2018 11:15","07-10-2018 11:30","33.7","988.4","288.0","77.0","35.4","179.2","None","202.4","0.3","None","4.0","37.0","25.6","2.3","29.4","17.6","155.0","33.0","0.4"
"623","07-10-2018 11:30","07-10-2018 11:45","33.9","988.2","185.0","77.0","35.2","539.3","None","41.3","0.2","None","4.1","43.6","26.0","2.4","25.7","13.0","168.2","33.2","0.4"
"624","07-10-2018 11:45","07-10-2018 12:00","34.0","988.1","271.0","64.0","35.5","592.3","None","82.3","0.1","None","3.6","42.0","24.9","3.4","25.9","13.5","157.3","29.6","0.4"
"625","07-10-2018 12:00","07-10-2018 12:15","33.9","987.8","271.0","64.0","35.8","591.7","None","195.4","0.1","None","3.3","44.2","25.2","2.2","27.4","16.4","157.7","28.5","0.3"
"626","07-10-2018 12:15","07-10-2018 12:30","34.5","987.6","271.0","64.0","34.4","587.4","None","352.4","0.2","None","2.8","30.2","25.1","23.6","24.5","12.9","158.8","25.0","0.3"
"627","07-10-2018 12:30","07-10-2018 12:45","34.2","987.3","271.0","64.0","34.8","580.2","None","320.1","0.2","None","2.8","28.2","25.5","2.1","31.1","18.4","151.9","23.9","0.3"
"628","07-10-2018 12:45","07-10-2018 13:00","34.3","987.1","219.0","59.0","32.5","580.5","None","113.9","0.2","None","2.5","26.1","26.0","24.8","27.7","14.2","139.6","13.9","0.3"
"629","07-10-2018 13:00","07-10-2018 13:15","34.5","986.8","219.0","59.0","32.4","565.5","None","178.7","0.4","None","2.6","26.1","26.1","12.6","21.2","10.7","142.2","22.5","0.1"
"630","07-10-2018 13:15","07-10-2018 13:30","34.6","986.6","219.0","59.0","32.0","547.6","None","281.1","0.3","None","2.3","23.7","26.3","0.5","22.8","12.5","139.8","22.3","0.2"
"631","07-10-2018 13:30","07-10-2018 13:45","34.7","986.4","219.0","59.0","32.9","524.7","None","182.3","0.5","None","2.7","29.0","27.0","1.7","26.0","15.2","141.1","21.1","0.2"
"632","07-10-2018 13:45","07-10-2018 14:00","34.5","986.2","186.0","56.0","33.6","485.8","None","113.7","0.2","None","2.2","23.2","24.3","7.9","31.2","16.4","141.2","20.1","0.2"
"633","07-10-2018 14:00","07-10-2018 14:15","34.5","985.9","186.0","56.0","32.7","461.1","None","192.7","0.8","None","2.3","27.6","23.7","23.8","26.6","13.6","143.2","19.9","0.2"
"634","07-10-2018 14:15","07-10-2018 14:30","34.5","985.8","186.0","56.0","33.2","433.9","None","154.7","0.6","None","2.4","30.7","23.8","8.5","27.3","13.3","141.6","20.3","0.2"
"635","07-10-2018 14:30","07-10-2018 14:45","34.8","985.5","186.0","56.0","32.5","407.3","None","192.2","0.4","None","2.3","27.3","23.8","5.3","27.5","12.8","139.0","20.8","0.2"
"636","07-10-2018 14:45","07-10-2018 15:00","34.8","985.3","189.0","48.0","32.4","366.7","None","207.2","0.3","None","2.2","21.2","23.3","0.9","30.6","17.0","135.5","22.2","0.1"
"637","07-10-2018 15:00","07-10-2018 15:15","34.7","985.2","189.0","48.0","32.9","333.6","None","82.7","0.2","None","2.5","27.0","23.7","5.7","26.6","14.3","141.7","22.9","None"
"638","07-10-2018 15:15","07-10-2018 15:30","34.3","985.1","189.0","48.0","33.2","295.5","None","258.0","0.1","None","2.2","21.2","24.2","0.4","33.5","18.0","133.8","46.6","0.4"
"639","07-10-2018 15:30","07-10-2018 15:45","34.1","985.0","189.0","48.0","33.6","251.6","None","111.5","0.2","None","2.1","23.2","24.3","0.2","37.3","20.0","130.6","42.5","0.4"
"640","07-10-2018 15:45","07-10-2018 16:00","33.9","985.0","196.0","51.0","33.7","210.5","None","178.7","0.6","None","2.5","28.6","23.5","0.7","39.8","21.8","118.9","25.5","0.3"
"641","07-10-2018 16:00","07-10-2018 16:15","33.2","985.0","196.0","51.0","35.4","168.1","None","168.4","0.3","None","2.2","26.7","23.6","0.1","40.8","21.6","117.9","27.1","0.3"
"642","07-10-2018 16:15","07-10-2018 16:30","32.7","985.0","196.0","51.0","37.6","133.1","None","266.9","0.1","None","3.2","30.0","24.1","1.4","40.6","22.7","116.6","28.2","0.3"
"643","07-10-2018 16:30","07-10-2018 16:45","32.2","985.0","196.0","51.0","37.1","65.3","None","324.8","0.2","None","3.0","32.7","23.9","1.3","41.2","22.9","112.7","28.6","0.3"
"644","07-10-2018 16:45","07-10-2018 17:00","31.2","985.1","239.0","66.0","39.4","47.1","None","58.6","0.2","None","2.6","32.3","23.4","0.5","38.2","20.7","110.1","27.8","0.3"
"645","07-10-2018 17:00","07-10-2018 17:15","30.8","985.1","239.0","66.0","40.7","32.8","None","346.3","0.3","None","3.3","54.5","23.6","None","34.8","18.1","111.7","27.7","0.3"
"646","07-10-2018 17:15","07-10-2018 17:30","29.7","985.1","239.0","66.0","43.6","19.3","None","65.0","0.1","None","3.3","63.7","24.1","None","42.2","22.5","95.6","26.7","0.4"
"647","07-10-2018 17:30","07-10-2018 17:45","29.4","985.3","239.0","66.0","49.0","8.1","None","4.6","0.5","None","3.0","45.3","24.1","2.2","62.8","33.2","77.1","26.6","0.4"
"648","07-10-2018 17:45","07-10-2018 18:00","29.2","985.4","219.0","63.0","46.4","2.6","None","15.0","0.6","None","3.6","54.5","23.7","1.7","67.5","37.4","60.0","25.8","0.4"
"649","07-10-2018 18:00","07-10-2018 18:15","28.2","985.4","219.0","63.0","49.9","1.1","None","47.2","0.2","None","4.5","71.9","24.4","1.9","70.1","38.8","51.0","24.9","0.5"
"650","07-10-2018 18:15","07-10-2018 18:30","27.4","985.4","219.0","63.0","53.4","0.9","None","114.6","0.2","None","4.5","69.0","25.2","1.8","77.4","42.7","38.4","None","0.5"
"651","07-10-2018 18:30","07-10-2018 18:45","26.7","985.6","219.0","63.0","57.5","1.0","None","106.5","0.3","None","4.9","85.8","21.1","12.7","108.0","67.8","9.4","25.4","0.6"
"652","07-10-2018 18:45","07-10-2018 19:00","25.9","985.8","299.0","79.0","60.3","1.0","None","67.8","0.2","None","4.9","69.5","26.6","16.4","115.6","74.8","6.2","30.8","0.6"
"653","07-10-2018 19:00","07-10-2018 19:15","25.6","985.9","299.0","79.0","62.3","0.9","None","85.9","0.2","None","11.7","84.0","27.7","21.9","114.3","78.7","5.5","34.1","0.7"
"654","07-10-2018 19:15","07-10-2018 19:30","25.9","985.9","299.0","79.0","63.1","0.8","None","142.6","0.2","None","10.5","96.6","28.7","24.5","115.8","81.7","6.6","35.6","0.7"
"655","07-10-2018 19:30","07-10-2018 19:45","25.5","986.1","345.0","79.0","65.9","1.0","None","89.1","0.2","None","10.4","108.9","28.8","18.0","110.9","73.6","7.2","36.3","0.8"
"656","07-10-2018 19:45","07-10-2018 20:00","24.9","986.3","345.0","79.0","69.6","1.1","None","84.5","0.2","None","11.6","104.1","28.6","22.5","109.1","76.4","7.1","34.8","0.8"
"657","07-10-2018 20:00","07-10-2018 20:15","24.5","986.4","345.0","79.0","71.1","1.1","None","73.9","0.2","None","24.8","101.8","29.6","37.8","117.0","93.1","7.1","37.1","0.9"
"658","07-10-2018 20:15","07-10-2018 20:30","24.6","986.6","345.0","79.0","70.1","1.3","None","48.3","0.4","None","17.1","109.1","31.4","57.3","131.8","117.0","7.4","44.2","0.9"
"659","07-10-2018 20:30","07-10-2018 20:45","24.5","986.5","345.0","79.0","70.1","0.9","None","116.5","0.2","None","25.4","105.5","32.0","72.7","137.2","132.3","6.8","49.1","1.0"
"660","07-10-2018 20:45","07-10-2018 21:00","24.3","986.6","376.0","80.0","70.6","1.2","None","48.7","0.3","None","26.3","106.5","29.9","64.5","128.9","121.1","6.2","46.9","1.1"
"661","07-10-2018 21:00","07-10-2018 21:15","24.0","986.8","376.0","80.0","71.8","1.2","None","52.7","0.4","None","15.8","102.7","29.5","65.8","130.1","122.8","6.0","46.3","1.1"
"662","07-10-2018 21:15","07-10-2018 21:30","24.0","986.8","376.0","80.0","73.0","1.3","None","45.6","0.5","None","12.2","97.5","30.3","63.9","129.7","121.1","7.1","45.5","1.2"
"663","07-10-2018 21:30","07-10-2018 21:45","23.8","986.8","376.0","80.0","74.5","1.2","None","43.0","0.4","None","13.2","96.3","31.7","78.2","128.2","131.7","7.1","27.1","0.3"
"664","07-10-2018 21:45","07-10-2018 22:00","23.7","986.8","340.0","69.0","75.5","1.3","None","35.8","0.4","None","16.3","95.1","29.9","71.9","122.0","123.7","7.3","41.4","0.4"
"665","07-10-2018 22:00","07-10-2018 22:15","23.7","987.0","340.0","69.0","77.2","1.4","None","34.3","0.5","None","21.4","101.5","29.3","94.6","116.6","139.3","9.5","32.7","0.5"
"666","07-10-2018 22:15","07-10-2018 22:30","24.6","986.9","340.0","69.0","72.7","1.3","None","20.4","0.6","None","17.2","105.5","34.4","77.4","109.4","121.0","13.9","29.1","0.6"
"667","07-10-2018 22:30","07-10-2018 22:45","25.9","986.8","340.0","69.0","66.2","1.2","None","15.1","0.8","None","16.3","118.1","31.1","33.6","104.3","82.9","23.0","27.7","0.7"
"668","07-10-2018 22:45","07-10-2018 23:00","26.2","986.7","398.0","92.0","63.9","1.0","None","16.0","0.5","None","13.4","136.4","29.2","12.3","87.6","56.7","21.4","25.8","0.8"
"669","07-10-2018 23:00","07-10-2018 23:15","26.2","986.6","398.0","92.0","63.7","0.9","None","4.6","0.5","None","11.1","179.6","28.0","5.4","75.2","44.4","23.5","23.3","0.8"
"670","07-10-2018 23:15","07-10-2018 23:30","26.2","986.7","398.0","92.0","62.2","1.0","None","9.9","0.6","None","8.6","152.6","29.1","6.0","68.3","41.2","27.3","22.6","0.8"
"671","07-10-2018 23:30","07-10-2018 23:45","25.9","986.7","398.0","92.0","62.5","1.1","None","15.2","0.6","None","6.8","109.9","28.1","3.5","73.8","42.1","28.2","22.5","0.8"
"672","07-10-2018 23:45","08-10-2018 00:00","25.3","986.6","315.0","73.0","65.8","0.5","None","200.6","0.1","None","5.8","73.7","26.7","1.8","65.8","34.5","31.5","22.7","0.8"
"673","08-10-2018 00:00","08-10-2018 00:15","23.9","986.8","315.0","73.0","73.5","0.7","None","125.1","0.2","None","5.2","56.1","26.4","12.7","60.8","32.3","27.4","22.1","0.8"
"674","08-10-2018 00:15","08-10-2018 00:30","23.2","986.8","315.0","73.0","76.9","1.1","None","30.3","0.3","None","5.2","48.4","26.5","0.3","62.5","33.4","25.2","20.6","0.7"
"675","08-10-2018 00:30","08-10-2018 00:45","22.9","986.8","257.0","73.0","78.8","1.0","None","42.2","0.3","None","5.2","46.8","26.4","0.8","64.3","34.8","21.5","19.2","0.7"
"676","08-10-2018 00:45","08-10-2018 01:00","22.8","986.7","257.0","70.0","79.0","1.0","None","56.8","0.2","None","5.3","45.4","27.0","3.6","71.1","40.6","6.6","19.6","0.7"
"677","08-10-2018 01:00","08-10-2018 01:15","22.6","986.7","257.0","70.0","80.9","1.3","None","39.3","0.4","None","5.5","45.2","30.3","0.9","67.5","36.5","7.2","18.9","0.7"
"678","08-10-2018 01:15","08-10-2018 01:30","22.5","986.5","257.0","70.0","80.2","1.0","None","103.1","0.2","None","6.3","46.0","31.9","22.5","60.8","32.2","7.1","17.9","0.6"
"679","08-10-2018 01:30","08-10-2018 01:45","22.4","986.6","277.0","70.0","81.7","1.1","None","64.4","0.3","None","8.0","51.2","31.5","37.8","50.4","26.8","28.0","18.6","0.6"
"680","08-10-2018 01:45","08-10-2018 02:00","22.0","986.4","277.0","72.0","83.2","1.3","None","41.4","0.4","None","7.7","41.7","31.4","57.3","131.8","117.0","26.3","44.2","0.9"
"681","08-10-2018 02:00","08-10-2018 02:15","21.9","986.3","277.0","72.0","83.2","1.3","None","39.2","0.5","None","6.7","33.0","32.0","72.7","137.2","132.3","18.0","49.1","1.0"
"682","08-10-2018 02:15","08-10-2018 02:30","21.9","986.2","277.0","72.0","83.0","1.3","None","43.7","0.4","None","7.0","34.3","29.9","64.5","128.9","121.1","13.4","46.9","1.1"
"683","08-10-2018 02:30","08-10-2018 02:45","22.0","986.0","277.0","72.0","82.0","0.9","None","85.6","0.2","None","6.2","27.5","30.5","12.0","68.6","46.7","14.8","20.4","0.6"
"684","08-10-2018 02:45","08-10-2018 03:00","21.8","985.9","279.0","78.0","82.9","1.0","None","79.7","0.2","None","5.8","27.8","29.9","8.4","68.8","43.4","15.2","19.3","0.6"
"685","08-10-2018 03:00","08-10-2018 03:15","21.7","985.9","279.0","78.0","83.7","1.1","None","44.7","0.3","None","5.7","30.2","30.5","3.1","68.9","39.2","15.4","18.6","0.6"
"686","08-10-2018 03:15","08-10-2018 03:30","21.6","985.9","279.0","78.0","84.0","1.4","None","43.6","0.5","None","5.7","26.9","30.9","2.3","62.9","35.4","16.1","17.9","0.4"
"687","08-10-2018 03:30","08-10-2018 03:45","21.6","985.8","274.0","78.0","84.6","1.1","None","56.3","0.3","None","6.1","28.1","32.2","10.7","67.4","44.6","15.2","32.7","0.5"
"688","08-10-2018 03:45","08-10-2018 04:00","21.7","985.8","274.0","73.0","84.3","1.0","None","85.0","0.2","None","6.1","28.2","32.9","13.7","72.2","49.5","14.7","17.5","0.3"
"689","08-10-2018 04:00","08-10-2018 04:15","21.6","985.9","274.0","73.0","85.4","1.2","None","43.9","0.3","None","6.4","30.3","35.4","8.7","68.8","43.7","14.3","18.1","0.3"
"690","08-10-2018 04:15","08-10-2018 04:30","21.4","986.0","274.0","73.0","86.7","1.3","None","27.4","0.5","None","6.7","31.1","35.1","2.0","66.0","36.8","13.6","18.4","0.3"
"691","08-10-2018 04:30","08-10-2018 04:45","21.4","985.9","274.0","73.0","86.8","1.1","None","49.3","0.3","None","6.5","31.4","33.5","3.8","59.6","34.8","15.3","18.4","0.3"
"692","08-10-2018 04:45","08-10-2018 05:00","21.4","986.1","274.0","73.0","86.3","1.1","None","41.3","0.3","None","6.8","37.8","31.8","6.8","65.3","40.0","14.6","18.5","0.3"
"693","08-10-2018 05:00","08-10-2018 05:15","21.2","986.1","274.0","73.0","86.4","1.0","None","40.3","0.3","None","6.8","46.2","27.7","14.4","72.2","50.1","12.3","17.8","0.3"
